age,hours-per-week,workclass,education,marital-status,occupation,relationship,sex,native-country,income
31,40,3.0,6.0,2.0,3.0,5.0,0.0,38.0,0.0
53,40,1.0,11.0,0.0,2.0,1.0,1.0,38.0,1.0
33,35,3.0,11.0,5.0,5.0,4.0,1.0,32.0,0.0
72,40,3.0,3.0,0.0,7.0,1.0,1.0,38.0,0.0
54,50,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
30,40,3.0,9.0,4.0,6.0,1.0,0.0,38.0,0.0
51,40,3.0,10.0,4.0,9.0,1.0,1.0,38.0,1.0
30,50,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
32,16,3.0,15.0,2.0,10.0,0.0,1.0,38.0,0.0
30,50,3.0,15.0,4.0,11.0,1.0,1.0,38.0,1.0
35,40,3.0,12.0,2.0,0.0,0.0,1.0,38.0,0.0
40,44,3.0,15.0,0.0,0.0,3.0,0.0,38.0,1.0
38,40,6.0,9.0,0.0,9.0,1.0,0.0,38.0,0.0
19,30,3.0,0.0,4.0,7.0,2.0,0.0,38.0,0.0
32,44,3.0,15.0,4.0,9.0,1.0,1.0,38.0,0.0
49,40,3.0,12.0,3.0,0.0,4.0,0.0,38.0,0.0
76,10,3.0,9.0,2.0,9.0,0.0,1.0,38.0,0.0
60,35,3.0,9.0,2.0,9.0,0.0,1.0,38.0,0.0
60,40,3.0,6.0,2.0,11.0,0.0,1.0,38.0,0.0
55,80,3.0,10.0,2.0,3.0,0.0,1.0,38.0,1.0
41,30,3.0,9.0,0.0,12.0,1.0,0.0,38.0,0.0
24,40,3.0,11.0,4.0,2.0,3.0,1.0,38.0,0.0
41,40,3.0,11.0,2.0,0.0,5.0,0.0,38.0,1.0
32,40,3.0,11.0,4.0,7.0,3.0,0.0,38.0,0.0
45,40,3.0,1.0,2.0,2.0,0.0,1.0,38.0,0.0
59,40,3.0,9.0,0.0,3.0,1.0,1.0,38.0,0.0
31,35,3.0,11.0,4.0,7.0,3.0,0.0,38.0,0.0
40,37,3.0,11.0,5.0,0.0,4.0,0.0,38.0,0.0
44,40,3.0,8.0,2.0,12.0,0.0,1.0,38.0,1.0
63,60,3.0,15.0,0.0,11.0,1.0,0.0,38.0,0.0
51,20,3.0,9.0,4.0,0.0,4.0,1.0,38.0,0.0
51,40,3.0,1.0,2.0,6.0,0.0,1.0,29.0,0.0
23,40,3.0,11.0,4.0,11.0,1.0,1.0,38.0,0.0
49,48,3.0,5.0,2.0,6.0,0.0,1.0,38.0,0.0
39,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
30,40,5.0,11.0,0.0,7.0,4.0,0.0,38.0,0.0
43,50,5.0,9.0,2.0,3.0,0.0,1.0,10.0,0.0
31,50,3.0,15.0,4.0,2.0,1.0,1.0,38.0,0.0
44,35,1.0,12.0,2.0,9.0,0.0,1.0,38.0,0.0
43,30,5.0,14.0,2.0,9.0,0.0,1.0,38.0,1.0
37,72,0.0,10.0,2.0,9.0,0.0,1.0,38.0,1.0
41,46,3.0,15.0,2.0,0.0,0.0,1.0,38.0,1.0
43,40,3.0,11.0,2.0,0.0,0.0,1.0,38.0,1.0
47,40,6.0,15.0,2.0,2.0,0.0,1.0,38.0,1.0
46,40,3.0,8.0,2.0,6.0,0.0,1.0,38.0,0.0
19,40,6.0,15.0,4.0,7.0,3.0,0.0,38.0,0.0
19,50,3.0,4.0,4.0,7.0,1.0,1.0,12.0,0.0
24,45,3.0,9.0,2.0,11.0,0.0,1.0,38.0,1.0
39,65,4.0,15.0,2.0,4.0,0.0,1.0,38.0,0.0
37,30,3.0,8.0,0.0,6.0,1.0,0.0,38.0,0.0
28,40,3.0,9.0,4.0,9.0,3.0,0.0,10.0,0.0
40,40,3.0,11.0,0.0,2.0,4.0,1.0,38.0,0.0
27,40,3.0,7.0,4.0,11.0,3.0,0.0,38.0,0.0
22,40,3.0,11.0,4.0,0.0,2.0,0.0,38.0,0.0
21,12,3.0,15.0,4.0,5.0,3.0,1.0,38.0,0.0
32,40,3.0,11.0,2.0,3.0,5.0,0.0,38.0,0.0
20,40,3.0,11.0,5.0,6.0,3.0,1.0,38.0,0.0
46,40,1.0,14.0,2.0,10.0,0.0,1.0,38.0,1.0
46,45,3.0,8.0,0.0,3.0,4.0,0.0,38.0,0.0
26,44,3.0,15.0,4.0,10.0,1.0,1.0,38.0,0.0
47,60,5.0,9.0,2.0,3.0,3.0,1.0,38.0,0.0
22,10,3.0,15.0,4.0,9.0,3.0,0.0,38.0,0.0
34,60,5.0,11.0,2.0,3.0,0.0,1.0,38.0,0.0
49,40,3.0,3.0,2.0,2.0,0.0,1.0,31.0,0.0
20,25,3.0,15.0,4.0,5.0,3.0,1.0,38.0,0.0
28,45,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
30,40,3.0,1.0,2.0,6.0,0.0,1.0,38.0,0.0
23,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
20,40,3.0,6.0,4.0,8.0,3.0,1.0,25.0,0.0
31,55,3.0,15.0,2.0,7.0,0.0,1.0,25.0,0.0
46,40,3.0,3.0,4.0,6.0,3.0,1.0,32.0,0.0
42,40,3.0,11.0,5.0,0.0,4.0,0.0,38.0,0.0
60,40,5.0,5.0,2.0,2.0,0.0,1.0,38.0,0.0
30,50,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
27,48,3.0,15.0,2.0,13.0,0.0,1.0,38.0,0.0
20,32,3.0,6.0,4.0,11.0,3.0,0.0,38.0,0.0
41,60,3.0,15.0,2.0,3.0,0.0,1.0,38.0,1.0
61,40,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
47,40,3.0,11.0,0.0,3.0,4.0,0.0,38.0,1.0
33,50,3.0,6.0,2.0,6.0,0.0,1.0,38.0,0.0
40,25,3.0,15.0,2.0,9.0,5.0,0.0,38.0,0.0
48,45,3.0,9.0,2.0,9.0,0.0,1.0,1.0,1.0
56,40,3.0,11.0,2.0,5.0,0.0,1.0,38.0,1.0
57,40,5.0,12.0,2.0,9.0,0.0,1.0,38.0,1.0
20,40,3.0,15.0,4.0,0.0,3.0,0.0,38.0,0.0
46,36,3.0,8.0,0.0,12.0,2.0,0.0,38.0,0.0
21,40,3.0,15.0,4.0,9.0,1.0,0.0,38.0,0.0
37,40,3.0,11.0,2.0,3.0,0.0,1.0,38.0,0.0
42,40,3.0,15.0,2.0,12.0,0.0,1.0,38.0,0.0
20,30,3.0,11.0,4.0,7.0,3.0,0.0,38.0,0.0
62,1,3.0,15.0,2.0,9.0,5.0,0.0,38.0,0.0
50,40,3.0,15.0,2.0,2.0,0.0,1.0,38.0,1.0
49,40,0.0,15.0,4.0,0.0,4.0,0.0,38.0,0.0
48,50,3.0,7.0,2.0,13.0,0.0,1.0,38.0,0.0
24,40,3.0,15.0,4.0,11.0,2.0,0.0,38.0,0.0
46,40,3.0,12.0,2.0,12.0,0.0,1.0,29.0,1.0
42,40,3.0,11.0,0.0,7.0,1.0,0.0,38.0,0.0
52,40,4.0,15.0,2.0,2.0,0.0,1.0,38.0,0.0
58,40,1.0,7.0,6.0,0.0,1.0,0.0,38.0,0.0
37,40,3.0,15.0,0.0,12.0,1.0,0.0,38.0,0.0
34,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
18,20,3.0,15.0,4.0,0.0,2.0,0.0,38.0,0.0
33,40,3.0,15.0,4.0,9.0,1.0,1.0,38.0,0.0
41,15,3.0,15.0,0.0,11.0,1.0,0.0,38.0,0.0
21,20,3.0,7.0,4.0,0.0,3.0,0.0,38.0,0.0
23,40,3.0,8.0,4.0,12.0,1.0,0.0,38.0,0.0
26,40,0.0,15.0,4.0,12.0,3.0,0.0,38.0,0.0
33,40,3.0,9.0,2.0,7.0,5.0,0.0,38.0,0.0
24,45,3.0,15.0,4.0,3.0,3.0,0.0,38.0,0.0
43,42,3.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
52,40,6.0,11.0,0.0,0.0,1.0,0.0,8.0,0.0
27,40,3.0,15.0,0.0,9.0,3.0,0.0,38.0,0.0
61,40,3.0,5.0,0.0,7.0,4.0,0.0,38.0,0.0
35,40,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
35,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
43,40,1.0,11.0,2.0,3.0,0.0,1.0,38.0,1.0
51,40,3.0,11.0,2.0,10.0,0.0,1.0,38.0,1.0
35,40,3.0,9.0,2.0,13.0,0.0,1.0,38.0,0.0
47,45,0.0,9.0,2.0,0.0,0.0,1.0,10.0,1.0
22,40,3.0,15.0,4.0,0.0,3.0,1.0,38.0,0.0
49,60,4.0,8.0,2.0,3.0,0.0,1.0,38.0,1.0
20,20,3.0,11.0,4.0,2.0,3.0,1.0,38.0,0.0
19,40,3.0,0.0,0.0,7.0,1.0,0.0,38.0,0.0
27,40,3.0,11.0,4.0,2.0,1.0,1.0,38.0,0.0
42,45,3.0,7.0,0.0,9.0,4.0,0.0,38.0,0.0
27,40,3.0,15.0,0.0,9.0,3.0,1.0,38.0,0.0
23,35,5.0,15.0,4.0,4.0,3.0,1.0,38.0,0.0
20,10,3.0,15.0,4.0,12.0,1.0,0.0,38.0,0.0
47,50,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
17,18,3.0,2.0,4.0,7.0,3.0,1.0,38.0,0.0
76,1,3.0,0.0,2.0,9.0,0.0,1.0,38.0,0.0
39,40,3.0,15.0,0.0,11.0,4.0,0.0,38.0,0.0
25,40,3.0,6.0,2.0,6.0,0.0,1.0,25.0,0.0
31,43,3.0,8.0,2.0,3.0,5.0,0.0,38.0,0.0
44,20,3.0,11.0,0.0,13.0,1.0,1.0,13.0,0.0
53,40,3.0,8.0,2.0,3.0,0.0,1.0,38.0,1.0
34,45,3.0,15.0,5.0,2.0,1.0,1.0,38.0,0.0
45,60,5.0,15.0,2.0,3.0,0.0,1.0,38.0,0.0
34,45,3.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
35,40,3.0,12.0,2.0,11.0,0.0,1.0,38.0,1.0
36,48,3.0,15.0,4.0,7.0,1.0,1.0,38.0,0.0
45,45,3.0,15.0,6.0,7.0,4.0,0.0,38.0,0.0
37,60,5.0,15.0,2.0,3.0,0.0,1.0,38.0,0.0
53,40,3.0,7.0,2.0,6.0,0.0,1.0,38.0,1.0
38,70,5.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
65,40,4.0,15.0,2.0,11.0,0.0,1.0,38.0,0.0
49,70,5.0,0.0,0.0,4.0,4.0,1.0,38.0,0.0
24,40,3.0,11.0,4.0,5.0,1.0,1.0,38.0,0.0
54,40,3.0,15.0,2.0,2.0,0.0,1.0,38.0,0.0
17,12,3.0,0.0,4.0,11.0,3.0,0.0,38.0,0.0
19,16,3.0,2.0,4.0,7.0,3.0,1.0,38.0,0.0
60,40,3.0,11.0,6.0,6.0,1.0,0.0,38.0,0.0
46,35,3.0,9.0,2.0,3.0,0.0,1.0,38.0,1.0
78,15,3.0,12.0,6.0,9.0,1.0,0.0,38.0,0.0
26,40,3.0,15.0,4.0,3.0,3.0,0.0,38.0,0.0
58,38,3.0,3.0,2.0,7.0,0.0,1.0,4.0,0.0
37,55,5.0,11.0,0.0,3.0,4.0,1.0,38.0,0.0
41,38,3.0,12.0,2.0,9.0,0.0,1.0,38.0,1.0
30,40,3.0,9.0,0.0,3.0,1.0,1.0,38.0,0.0
19,30,3.0,15.0,4.0,0.0,1.0,0.0,38.0,0.0
48,60,3.0,9.0,2.0,3.0,0.0,1.0,11.0,1.0
22,24,3.0,15.0,4.0,13.0,1.0,0.0,38.0,0.0
50,60,3.0,12.0,3.0,9.0,2.0,1.0,38.0,0.0
25,40,3.0,3.0,4.0,8.0,1.0,0.0,12.0,0.0
18,6,3.0,0.0,4.0,7.0,3.0,1.0,38.0,0.0
21,40,3.0,11.0,4.0,5.0,3.0,1.0,38.0,0.0
47,50,3.0,15.0,2.0,13.0,0.0,1.0,38.0,0.0
33,36,3.0,11.0,4.0,7.0,2.0,0.0,38.0,0.0
67,8,5.0,9.0,2.0,3.0,0.0,1.0,38.0,1.0
18,11,3.0,0.0,4.0,7.0,3.0,1.0,38.0,0.0
36,40,3.0,11.0,4.0,0.0,3.0,1.0,38.0,0.0
23,25,3.0,15.0,4.0,6.0,3.0,1.0,38.0,0.0
25,20,3.0,15.0,5.0,9.0,4.0,0.0,38.0,0.0
40,40,3.0,15.0,2.0,2.0,0.0,1.0,38.0,0.0
73,40,5.0,11.0,2.0,4.0,0.0,1.0,38.0,0.0
31,40,3.0,7.0,2.0,2.0,0.0,1.0,38.0,1.0
20,40,3.0,0.0,4.0,6.0,1.0,1.0,38.0,0.0
20,40,3.0,11.0,4.0,0.0,3.0,0.0,38.0,0.0
27,40,3.0,11.0,2.0,5.0,0.0,1.0,25.0,0.0
66,30,4.0,0.0,2.0,11.0,0.0,1.0,38.0,0.0
66,50,3.0,12.0,2.0,11.0,0.0,1.0,38.0,0.0
64,35,3.0,12.0,4.0,9.0,1.0,0.0,38.0,0.0
24,40,3.0,9.0,4.0,9.0,1.0,0.0,38.0,0.0
51,60,5.0,11.0,2.0,4.0,0.0,1.0,38.0,0.0
25,60,3.0,9.0,2.0,2.0,0.0,1.0,38.0,1.0
33,20,3.0,1.0,5.0,11.0,3.0,0.0,38.0,0.0
50,50,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
51,50,3.0,5.0,3.0,2.0,1.0,1.0,5.0,0.0
34,38,6.0,9.0,2.0,9.0,0.0,1.0,38.0,1.0
41,40,1.0,5.0,4.0,7.0,4.0,0.0,38.0,0.0
30,40,5.0,15.0,2.0,6.0,0.0,1.0,38.0,0.0
37,85,3.0,3.0,2.0,4.0,0.0,1.0,25.0,0.0
28,30,3.0,11.0,4.0,7.0,1.0,1.0,38.0,0.0
19,40,3.0,11.0,4.0,2.0,3.0,1.0,38.0,0.0
28,45,3.0,15.0,2.0,13.0,0.0,1.0,38.0,0.0
62,40,3.0,0.0,2.0,6.0,0.0,1.0,38.0,0.0
58,40,5.0,0.0,4.0,2.0,1.0,1.0,11.0,0.0
43,40,4.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
29,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
32,50,6.0,11.0,4.0,3.0,1.0,1.0,38.0,0.0
64,40,1.0,6.0,4.0,0.0,2.0,1.0,38.0,0.0
39,20,3.0,9.0,2.0,9.0,5.0,0.0,38.0,1.0
26,20,3.0,9.0,4.0,11.0,3.0,0.0,38.0,0.0
19,30,3.0,11.0,4.0,7.0,1.0,1.0,38.0,0.0
21,45,3.0,11.0,4.0,0.0,3.0,0.0,38.0,0.0
32,40,3.0,15.0,4.0,0.0,1.0,0.0,38.0,0.0
26,50,3.0,9.0,4.0,0.0,2.0,0.0,38.0,0.0
20,15,3.0,15.0,4.0,0.0,3.0,0.0,38.0,0.0
19,30,3.0,15.0,4.0,13.0,3.0,1.0,38.0,0.0
33,42,0.0,9.0,2.0,0.0,0.0,1.0,38.0,1.0
23,40,3.0,15.0,2.0,2.0,2.0,1.0,7.0,0.0
29,45,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
42,40,3.0,11.0,2.0,3.0,5.0,0.0,38.0,0.0
30,50,5.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
63,20,3.0,11.0,2.0,13.0,5.0,0.0,38.0,0.0
34,40,3.0,11.0,2.0,5.0,0.0,1.0,38.0,0.0
60,24,5.0,15.0,2.0,2.0,0.0,1.0,38.0,0.0
48,50,3.0,11.0,2.0,7.0,0.0,1.0,38.0,0.0
25,50,3.0,9.0,4.0,3.0,1.0,1.0,38.0,0.0
27,40,3.0,8.0,2.0,0.0,5.0,0.0,38.0,0.0
32,40,3.0,15.0,4.0,6.0,3.0,0.0,38.0,0.0
22,25,3.0,15.0,4.0,0.0,3.0,1.0,11.0,0.0
25,50,3.0,11.0,4.0,3.0,1.0,1.0,38.0,0.0
18,16,3.0,1.0,4.0,7.0,3.0,0.0,38.0,0.0
24,44,1.0,15.0,2.0,0.0,5.0,0.0,38.0,0.0
29,40,3.0,9.0,4.0,3.0,1.0,0.0,38.0,0.0
73,3,3.0,1.0,2.0,9.0,0.0,1.0,38.0,0.0
39,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
33,40,4.0,12.0,2.0,2.0,0.0,1.0,38.0,0.0
57,40,3.0,11.0,0.0,6.0,1.0,0.0,38.0,1.0
22,40,3.0,0.0,5.0,7.0,4.0,0.0,38.0,0.0
33,20,3.0,11.0,5.0,9.0,4.0,0.0,38.0,0.0
33,60,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
42,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
43,45,3.0,9.0,5.0,9.0,4.0,1.0,38.0,0.0
57,38,5.0,15.0,2.0,12.0,0.0,1.0,38.0,1.0
21,35,3.0,15.0,4.0,9.0,3.0,0.0,38.0,0.0
42,50,5.0,9.0,2.0,11.0,0.0,1.0,38.0,1.0
39,55,3.0,15.0,2.0,11.0,0.0,1.0,38.0,0.0
41,32,3.0,15.0,2.0,9.0,5.0,0.0,38.0,1.0
20,40,1.0,11.0,4.0,5.0,3.0,1.0,38.0,0.0
47,40,3.0,15.0,2.0,2.0,0.0,1.0,38.0,0.0
44,40,3.0,15.0,0.0,0.0,4.0,0.0,38.0,0.0
29,40,3.0,9.0,4.0,0.0,1.0,0.0,38.0,0.0
71,35,3.0,15.0,6.0,11.0,1.0,1.0,38.0,1.0
52,55,3.0,11.0,4.0,2.0,3.0,1.0,38.0,0.0
36,40,3.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
53,48,3.0,15.0,0.0,2.0,1.0,1.0,38.0,1.0
37,30,3.0,11.0,2.0,7.0,5.0,0.0,38.0,1.0
26,40,3.0,0.0,4.0,5.0,1.0,1.0,38.0,0.0
34,55,3.0,9.0,2.0,9.0,0.0,1.0,38.0,1.0
35,50,3.0,9.0,4.0,9.0,1.0,1.0,38.0,1.0
20,40,3.0,6.0,4.0,11.0,3.0,0.0,38.0,0.0
56,60,5.0,9.0,2.0,3.0,0.0,1.0,38.0,0.0
39,36,3.0,9.0,2.0,9.0,5.0,0.0,38.0,1.0
24,20,3.0,15.0,4.0,12.0,3.0,0.0,38.0,0.0
24,35,3.0,1.0,0.0,11.0,4.0,0.0,38.0,0.0
23,50,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
27,45,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
25,40,3.0,11.0,4.0,0.0,4.0,0.0,38.0,0.0
29,40,3.0,15.0,4.0,0.0,1.0,0.0,38.0,0.0
42,37,3.0,15.0,2.0,6.0,5.0,0.0,38.0,1.0
51,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
59,40,3.0,3.0,2.0,6.0,0.0,1.0,25.0,0.0
29,40,3.0,11.0,2.0,7.0,5.0,0.0,38.0,0.0
18,20,3.0,11.0,4.0,0.0,3.0,0.0,38.0,0.0
24,36,3.0,11.0,2.0,2.0,5.0,0.0,38.0,0.0
38,40,6.0,15.0,5.0,3.0,3.0,1.0,38.0,0.0
36,28,3.0,11.0,4.0,8.0,4.0,0.0,38.0,0.0
34,50,5.0,11.0,5.0,3.0,1.0,1.0,38.0,0.0
45,35,5.0,2.0,0.0,2.0,2.0,1.0,38.0,0.0
21,40,3.0,8.0,4.0,13.0,3.0,1.0,38.0,0.0
32,40,3.0,11.0,4.0,6.0,2.0,1.0,38.0,0.0
45,40,3.0,9.0,4.0,9.0,1.0,1.0,38.0,1.0
53,40,3.0,4.0,2.0,6.0,0.0,1.0,24.0,0.0
42,16,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
32,40,3.0,11.0,0.0,7.0,1.0,0.0,38.0,0.0
49,40,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
62,24,3.0,4.0,2.0,4.0,0.0,1.0,25.0,0.0
28,45,3.0,9.0,2.0,3.0,0.0,1.0,38.0,0.0
29,50,3.0,10.0,2.0,9.0,0.0,1.0,38.0,1.0
32,35,3.0,11.0,4.0,4.0,1.0,1.0,38.0,0.0
38,50,3.0,9.0,2.0,3.0,0.0,1.0,23.0,1.0
44,25,1.0,11.0,0.0,13.0,3.0,1.0,38.0,0.0
19,40,3.0,11.0,4.0,13.0,3.0,1.0,38.0,0.0
22,40,3.0,15.0,4.0,9.0,3.0,1.0,38.0,0.0
24,40,3.0,9.0,4.0,9.0,1.0,0.0,38.0,0.0
58,50,3.0,11.0,2.0,3.0,0.0,1.0,38.0,1.0
56,40,3.0,9.0,6.0,7.0,1.0,0.0,38.0,0.0
37,40,3.0,0.0,0.0,2.0,4.0,0.0,38.0,0.0
43,40,3.0,15.0,0.0,6.0,1.0,1.0,38.0,0.0
32,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
34,40,3.0,9.0,4.0,11.0,3.0,0.0,38.0,0.0
44,50,3.0,6.0,0.0,7.0,3.0,0.0,38.0,0.0
28,40,3.0,11.0,4.0,5.0,4.0,1.0,38.0,0.0
35,35,3.0,11.0,0.0,7.0,1.0,0.0,38.0,0.0
38,40,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
26,40,3.0,15.0,4.0,12.0,3.0,0.0,38.0,0.0
20,60,3.0,1.0,4.0,13.0,3.0,1.0,38.0,0.0
24,60,3.0,11.0,2.0,2.0,0.0,1.0,25.0,1.0
40,45,3.0,11.0,0.0,2.0,1.0,1.0,38.0,0.0
23,40,3.0,11.0,4.0,2.0,2.0,1.0,38.0,0.0
79,7,1.0,1.0,2.0,3.0,0.0,1.0,38.0,0.0
44,42,3.0,0.0,0.0,0.0,4.0,0.0,38.0,0.0
30,40,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
41,40,3.0,9.0,2.0,3.0,0.0,1.0,38.0,1.0
33,40,3.0,4.0,2.0,4.0,0.0,1.0,29.0,0.0
50,45,3.0,9.0,0.0,3.0,4.0,1.0,38.0,1.0
41,40,3.0,11.0,4.0,6.0,1.0,1.0,38.0,0.0
35,30,3.0,9.0,2.0,11.0,5.0,0.0,38.0,1.0
28,45,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
31,40,4.0,8.0,0.0,11.0,1.0,1.0,38.0,0.0
22,40,3.0,11.0,4.0,5.0,3.0,1.0,38.0,0.0
39,50,5.0,11.0,2.0,11.0,0.0,1.0,38.0,1.0
23,40,3.0,15.0,4.0,12.0,3.0,1.0,38.0,0.0
29,50,5.0,7.0,2.0,11.0,0.0,1.0,38.0,0.0
57,60,5.0,0.0,0.0,3.0,3.0,1.0,38.0,1.0
47,35,3.0,15.0,6.0,7.0,1.0,0.0,38.0,0.0
51,60,1.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
34,40,3.0,11.0,2.0,5.0,0.0,1.0,38.0,0.0
52,60,3.0,11.0,2.0,3.0,0.0,1.0,38.0,1.0
29,40,3.0,11.0,2.0,9.0,0.0,1.0,38.0,1.0
29,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
25,40,1.0,15.0,2.0,4.0,0.0,1.0,38.0,0.0
21,40,3.0,15.0,4.0,7.0,1.0,0.0,38.0,0.0
38,40,3.0,9.0,3.0,9.0,1.0,0.0,38.0,0.0
55,50,5.0,11.0,2.0,11.0,0.0,1.0,38.0,1.0
61,30,4.0,9.0,5.0,11.0,1.0,0.0,38.0,0.0
41,40,3.0,9.0,2.0,0.0,0.0,1.0,38.0,0.0
27,43,1.0,8.0,4.0,0.0,3.0,1.0,38.0,0.0
40,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
26,75,5.0,5.0,2.0,13.0,0.0,1.0,38.0,0.0
43,60,3.0,11.0,2.0,7.0,0.0,1.0,23.0,0.0
55,20,3.0,11.0,6.0,9.0,1.0,0.0,38.0,0.0
25,40,3.0,8.0,2.0,12.0,0.0,1.0,25.0,0.0
26,48,5.0,15.0,4.0,7.0,1.0,0.0,38.0,0.0
43,68,4.0,11.0,2.0,11.0,0.0,1.0,38.0,1.0
25,40,3.0,15.0,4.0,7.0,3.0,1.0,30.0,0.0
22,30,3.0,15.0,4.0,0.0,2.0,0.0,22.0,0.0
52,55,5.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
42,40,3.0,9.0,4.0,11.0,4.0,1.0,38.0,0.0
21,40,3.0,8.0,4.0,0.0,1.0,0.0,38.0,0.0
44,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
56,10,3.0,11.0,0.0,9.0,1.0,1.0,38.0,0.0
33,40,0.0,7.0,0.0,7.0,4.0,1.0,38.0,0.0
22,40,3.0,0.0,4.0,0.0,1.0,0.0,38.0,0.0
43,24,3.0,11.0,0.0,6.0,1.0,0.0,38.0,0.0
45,42,4.0,11.0,0.0,3.0,1.0,1.0,38.0,0.0
42,42,3.0,11.0,0.0,11.0,1.0,0.0,38.0,0.0
37,40,3.0,11.0,3.0,4.0,4.0,1.0,25.0,0.0
56,40,3.0,6.0,0.0,2.0,1.0,1.0,38.0,0.0
35,16,3.0,0.0,0.0,9.0,4.0,0.0,38.0,0.0
40,32,3.0,7.0,0.0,0.0,4.0,0.0,38.0,0.0
31,55,3.0,9.0,2.0,11.0,0.0,1.0,38.0,0.0
26,40,3.0,9.0,2.0,9.0,0.0,1.0,38.0,0.0
26,40,6.0,9.0,4.0,9.0,3.0,1.0,38.0,0.0
42,70,4.0,9.0,2.0,3.0,0.0,1.0,38.0,0.0
45,40,5.0,11.0,2.0,3.0,0.0,1.0,2.0,0.0
22,40,3.0,15.0,2.0,6.0,0.0,1.0,25.0,0.0
33,40,3.0,9.0,4.0,3.0,3.0,1.0,38.0,0.0
37,50,3.0,11.0,4.0,13.0,1.0,1.0,38.0,0.0
48,98,5.0,11.0,2.0,4.0,0.0,1.0,38.0,0.0
57,8,5.0,0.0,2.0,2.0,0.0,1.0,38.0,0.0
47,60,3.0,15.0,0.0,0.0,1.0,0.0,38.0,0.0
58,40,1.0,6.0,2.0,13.0,0.0,1.0,38.0,0.0
55,40,3.0,1.0,6.0,0.0,4.0,0.0,38.0,0.0
52,55,3.0,15.0,2.0,2.0,0.0,1.0,38.0,0.0
29,40,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
42,40,3.0,12.0,4.0,9.0,1.0,0.0,38.0,0.0
23,60,3.0,11.0,0.0,2.0,1.0,1.0,38.0,0.0
23,30,3.0,2.0,4.0,7.0,1.0,0.0,38.0,0.0
46,60,5.0,8.0,2.0,3.0,0.0,1.0,38.0,0.0
30,40,3.0,15.0,4.0,6.0,1.0,1.0,38.0,0.0
25,30,3.0,15.0,4.0,0.0,3.0,0.0,38.0,0.0
32,80,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
56,40,3.0,6.0,2.0,13.0,0.0,1.0,38.0,0.0
33,43,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
19,10,6.0,15.0,4.0,0.0,3.0,1.0,38.0,0.0
20,18,3.0,15.0,4.0,11.0,3.0,0.0,38.0,0.0
34,40,3.0,15.0,2.0,0.0,0.0,1.0,38.0,0.0
34,40,3.0,6.0,0.0,7.0,4.0,0.0,38.0,0.0
55,40,5.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
55,23,3.0,6.0,2.0,12.0,5.0,0.0,38.0,0.0
31,45,3.0,15.0,4.0,11.0,1.0,1.0,38.0,0.0
30,40,3.0,11.0,0.0,7.0,4.0,0.0,38.0,0.0
31,40,3.0,11.0,0.0,7.0,4.0,1.0,38.0,0.0
59,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
